Recording timestamp	Computer timestamp	Sensor	Project name	Export date	Participant name	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration	Timeline name	Recording Fixation filter name	Recording software version	Recording resolution height	Recording resolution width	Recording monitor latency	Average calibration accuracy (mm)	Average calibration precision SD (mm)	Average calibration precision RMS (mm)	Average calibration accuracy (degrees)	Average calibration precision SD (degrees)	Average calibration precision RMS (degrees)	Average calibration accuracy (pixels)	Average calibration precision SD (pixels)	Average calibration precision RMS (pixels)	Average validation accuracy (mm)	Average validation precision SD (mm)	Average validation precision RMS (mm)	Average validation accuracy (degrees)	Average validation precision SD (degrees)	Average validation precision RMS (degrees)	Average validation accuracy (pixels)	Average validation precision SD (pixels)	Average validation precision RMS (pixels)	Eyetracker timestamp	Event	Event value	Gaze point X	Gaze point Y	Gaze point left X	Gaze point left Y	Gaze point right X	Gaze point right Y	Gaze direction left X	Gaze direction left Y	Gaze direction left Z	Gaze direction right X	Gaze direction right Y	Gaze direction right Z	Pupil diameter left	Pupil diameter right	Validity left	Validity right	Eye position left X (DACSmm)	Eye position left Y (DACSmm)	Eye position left Z (DACSmm)	Eye position right X (DACSmm)	Eye position right Y (DACSmm)	Eye position right Z (DACSmm)	Gaze point left X (DACSmm)	Gaze point left Y (DACSmm)	Gaze point right X (DACSmm)	Gaze point right Y (DACSmm)	Gaze point X (MCSnorm)	Gaze point Y (MCSnorm)	Gaze point left X (MCSnorm)	Gaze point left Y (MCSnorm)	Gaze point right X (MCSnorm)	Gaze point right Y (MCSnorm)	Presented Stimulus name	Presented Media name	Presented Media width	Presented Media height	Presented Media position X (DACSpx)	Presented Media position Y (DACSpx)	Original Media width	Original Media height	Eye movement type	Gaze event duration	Eye movement type index	Fixation point X	Fixation point Y	Fixation point X (MCSnorm)	Fixation point Y (MCSnorm)	Client area position X (DACSpx)	Client area position Y (DACSpx)	Viewport position X	Viewport position Y	Viewport width	Viewport height	Full page width	Full page height	Mouse position X	Mouse position Y
174	4078391676	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780216360																	Invalid	Invalid																									EyesNotFound	183	1														
175	4078391677	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												EyesNotFound	183	1													-160	975
190	4078391692	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780233026																	Invalid	Invalid																									EyesNotFound	183	1														
191	4078391693	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												EyesNotFound	183	1													-184	962
207	4078391709	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780249693																	Invalid	Invalid																									EyesNotFound	183	1														
210	4078391712	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												EyesNotFound	183	1													-213	950
223	4078391725	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												EyesNotFound	183	1													-233	940
224	4078391726	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780266360																	Invalid	Invalid																									EyesNotFound	183	1														
239	4078391741	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												EyesNotFound	183	1													-245	933
240	4078391742	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780283026																	Invalid	Invalid																									EyesNotFound	183	1														
255	4078391757	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												EyesNotFound	183	1													-262	923
257	4078391759	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780299692																	Invalid	Invalid																									EyesNotFound	183	1														
271	4078391773	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												EyesNotFound	183	1													-278	910
274	4078391776	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780316358																	Invalid	Invalid																									EyesNotFound	183	1														
287	4078391789	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												EyesNotFound	183	1													-303	893
290	4078391792	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780333024																	Invalid	Invalid																									EyesNotFound	183	1														
303	4078391805	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												Saccade	50	1													-319	880
307	4078391809	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780349692			1144	641	1272	623	1015	660	0.18101	0.09979	-0.97841	-0.03488	0.12194	-0.99192	4.26	4.31	Valid	Valid	239.5	110.5	596.0	300.1	108.1	595.7	349.8	171.2	279.2	181.4															Saccade	50	1														
321	4078391823	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												Saccade	50	1													-349	860
324	4078391826	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780366359			1014	672	1127	655	902	689	0.11729	0.11517	-0.98640	-0.08538	0.13476	-0.98719	4.25	4.34	Valid	Valid	239.0	110.5	596.1	299.6	108.2	595.9	309.9	180.1	248.0	189.6															Saccade	50	1														
335	4078391837	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												Saccade	50	1													-400	828
340	4078391842	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780383024			847	698	969	684	724	712	0.04629	0.12853	-0.99062	-0.16387	0.14303	-0.97606	4.22	4.32	Valid	Valid	238.7	110.7	596.0	299.1	108.4	595.5	266.5	188.0	199.1	195.7															Saccade	50	1														
357	4078391859	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780399691			830	699	946	683	713	714	0.03608	0.12836	-0.99107	-0.16885	0.14406	-0.97506	4.22	4.31	Valid	Valid	238.6	110.8	595.7	299.0	108.5	595.2	260.3	188.0	196.0	196.5															Fixation	233	1	838	699												
357	4078391859	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												Fixation	233	1	838	699											-428	810
374	4078391876	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780416358			837	699	963	687	711	712	0.04372	0.12968	-0.99059	-0.16963	0.14293	-0.97509	4.22	4.31	Valid	Valid	238.5	110.9	595.5	299.0	108.6	595.2	264.8	188.8	195.5	195.8															Fixation	233	1	838	699												
375	4078391877	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												Fixation	233	1	838	699											-450	799
390	4078391892	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780433024			839	701	965	688	713	713	0.04463	0.13049	-0.99044	-0.16867	0.14349	-0.97517	4.22	4.30	Valid	Valid	238.5	110.9	595.6	299.0	108.6	595.1	265.3	189.3	196.1	196.2															Fixation	233	1	838	699												
407	4078391909	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780449691			838	700	964	685	713	714	0.04414	0.12895	-0.99067	-0.16857	0.14378	-0.97515	4.21	4.30	Valid	Valid	238.5	111.0	595.4	299.0	108.7	594.9	265.0	188.5	196.1	196.4															Fixation	233	1	838	699												
424	4078391926	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780466358			839	698	964	683	714	713	0.04426	0.12787	-0.99080	-0.16831	0.14298	-0.97531	4.21	4.30	Valid	Valid	238.5	111.1	595.2	299.0	108.8	594.8	265.0	187.9	196.3	196.0															Fixation	233	1	838	699												
440	4078391942	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780483024			838	696	962	681	714	711	0.04339	0.12648	-0.99102	-0.16852	0.14237	-0.97536	4.20	4.30	Valid	Valid	238.4	111.2	594.9	299.0	108.9	594.5	264.5	187.2	196.2	195.6															Fixation	233	1	838	699												
457	4078391959	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780499691			836	696	960	681	712	712	0.04276	0.12644	-0.99105	-0.16920	0.14259	-0.97521	4.21	4.31	Valid	Valid	238.5	111.3	594.8	299.0	108.9	594.4	264.1	187.1	195.9	195.8															Fixation	233	1	838	699												
474	4078391976	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780516358			840	696	965	681	715	711	0.04467	0.12662	-0.99094	-0.16797	0.14192	-0.97552	4.21	4.31	Valid	Valid	238.5	111.3	594.7	299.0	109.0	594.3	265.3	187.3	196.7	195.4															Fixation	233	1	838	699												
479	4078391981	Mouse	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7																																												Fixation	233	1	838	699											-450	799
490	4078391992	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780533024			840	699	965	686	715	711	0.04475	0.12898	-0.99064	-0.16831	0.14207	-0.97544	4.22	4.31	Valid	Valid	238.5	111.3	594.5	299.0	109.1	594.0	265.4	188.7	196.5	195.6															Fixation	233	1	838	699												
507	4078392009	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780549691			839	699	966	687	712	711	0.04500	0.12909	-0.99061	-0.16952	0.14215	-0.97522	4.22	4.31	Valid	Valid	238.5	111.4	594.3	299.1	109.1	594.0	265.5	188.8	195.8	195.6															Fixation	233	1	838	699												
524	4078392026	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780566358			840	701	966	688	713	713	0.04519	0.12989	-0.99050	-0.16923	0.14294	-0.97516	4.23	4.32	Valid	Valid	238.6	111.4	594.3	299.1	109.1	593.9	265.7	189.3	196.1	196.1															Fixation	233	1	838	699												
540	4078392042	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780583024			836	696	961	682	712	710	0.04259	0.12675	-0.99102	-0.16962	0.14143	-0.97531	4.23	4.32	Valid	Valid	238.6	111.4	594.3	299.2	109.2	593.7	264.1	187.4	195.9	195.3															Fixation	233	1	838	699												
557	4078392059	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780599691			839	698	965	684	714	712	0.04479	0.12765	-0.99081	-0.16914	0.14224	-0.97527	4.24	4.32	Valid	Valid	238.6	111.5	594.2	299.2	109.3	593.6	265.5	188.1	196.2	195.8															Fixation	233	1	838	699												
574	4078392076	Eye Tracker	Literacy-Demo	28.10.2025	Participant4	Recording4	27.10.2025	27.10.2025	14:27:20.917	13:27:20.917	79223	Timeline1	Tobii I-VT (Fixation)	1.130.24185	1080	1920	10.00	2.6	4.6	5.2	0.23	0.39	0.45	10	17	19	9.2	2.2	2.0	0.86	0.20	0.18	34	8	7	780616358			830	710	955	696	705	724	0.03998	0.13274	-0.99034	-0.17293	0.14708	-0.97389	4.24	4.33	Valid	Valid	238.6	111.6	594.2	299.1	109.4	593.6	262.6	191.3	193.7	199.0															Fixation	233	1	838	699												
